Song:
	samples=10577664
	channels=2
	BPM=127.5258
	points=20660
Idx                 Time                Start Sample        End Sample          delta               rawBPM              BPM                 
12411               144.0914            12708864            12709887            0.2438049           246.0984            123.0492            
12469               144.7648            12768256            12769279            0.6733704           89.10401            178.208             
12550               145.7052            12851200            12852223            0.9404144           63.80166            127.6033            
12570               145.9374            12871680            12872703            0.232193            258.4057            129.2029            
12631               146.6456            12934144            12935167            0.7082214           84.71927            169.4385            
12711               147.5744            13016064            13017087            0.9287872           64.60037            129.2007            
12730               147.795             13035520            13036543            0.2205963           271.9901            135.995             
12792               148.5148            13099008            13100031            0.7198181           83.35439            166.7088            
12873               149.4552            13181952            13182975            0.9403992           63.80269            127.6054            
12894               149.6991            13203456            13204479            0.2438202           246.083             123.0415            
12955               150.4073            13265920            13266943            0.7082062           84.72109            169.4422            
12975               150.6395            13286400            13287423            0.232193            258.4057            129.2029            
13035               151.3361            13347840            13348863            0.6966095           86.13147            172.2629            
13118               152.2997            13432832            13433855            0.963623            62.26501            124.53              
13134               152.4854            13449216            13450239            0.1857605           322.9966            80.74914            
13136               152.5087            13451264            13452287            0.02322388          2583.548            80.73587            
13196               153.2053            13512704            13513727            0.6965942           86.13335            172.2667            
13204               153.2981            13520896            13521919            0.09288025          645.9931            80.74914            
13218               153.4607            13535232            13536255            0.1625366           369.1476            92.2869             
13276               154.1341            13594624            13595647            0.6733856           89.10199            178.204             
13299               154.4011            13618176            13619199            0.2670288           224.6949            112.3474            
13311               154.5404            13630464            13631487            0.1393127           430.6856            107.6714            
13356               155.0629            13676544            13677567            0.5224457           114.8445            114.8445            
13377               155.3067            13698048            13699071            0.2438202           246.083             123.0415            
13407               155.655             13728768            13729791            0.3482971           172.2667            86.13335            
13413               155.7246            13734912            13735935            0.06965637          861.3713            107.6714            
13415               155.7478            13736960            13737983            0.02322388          2583.548            80.73587            
13439               156.0265            13761536            13762559            0.2786407           215.331             107.6655            
13458               156.2471            13780992            13782015            0.2205811           272.0089            136.0044            
13460               156.2703            13783040            13784063            0.02322388          2583.548            80.73587            
13519               156.9553            13843456            13844479            0.6849823           87.59351            175.187             
13532               157.1062            13856768            13857791            0.1509399           397.5091            99.37727            
13540               157.1991            13864960            13865983            0.09288025          645.9931            80.74914            
13549               157.3036            13874176            13875199            0.1044922           574.2056            143.5514            
13580               157.6635            13905920            13906943            0.3599091           166.7088            83.35439            
13601               157.9073            13927424            13928447            0.2438049           246.0984            123.0492            
13622               158.1511            13948928            13949951            0.2438049           246.0984            123.0492            
13625               158.1859            13952000            13953023            0.03483582          1722.365            107.6478            
13627               158.2092            13954048            13955071            0.02322388          2583.548            80.73587            
13640               158.3601            13967360            13968383            0.1509247           397.5493            99.38732            
13680               158.8245            14008320            14009343            0.4644012           129.1986            129.1986            
13702               159.0799            14030848            14031871            0.2554169           234.9101            117.455             
13762               159.7765            14092288            14093311            0.6965942           86.13335            172.2667            
13766               159.823             14096384            14097407            0.04644775          1291.774            80.73587            
13784               160.0319            14114816            14115839            0.2089691           287.1238            143.5619            
13845               160.7401            14177280            14178303            0.7082214           84.71927            169.4385            
13862               160.9375            14194688            14195711            0.1973572           304.0173            152.0087            
13924               161.6573            14258176            14259199            0.7198181           83.35439            166.7088            
13946               161.9128            14280704            14281727            0.2554321           234.8961            117.448             
14006               162.6093            14342144            14343167            0.6965942           86.13335            172.2667            
14026               162.8415            14362624            14363647            0.232193            258.4057            129.2029            
14089               163.573             14427136            14428159            0.7314301           82.03108            164.0622            
14109               163.8052            14447616            14448639            0.2322083           258.3888            129.1944            
14167               164.4785            14507008            14508031            0.6733704           89.10401            178.208             
14170               164.5134            14510080            14511103            0.03483582          1722.365            107.6478            
14190               164.7456            14530560            14531583            0.232193            258.4057            129.2029            
14250               165.4422            14592000            14593023            0.6966095           86.13147            172.2629            
14269               165.6628            14611456            14612479            0.2205811           272.0089            136.0044            
14309               166.1272            14652416            14653439            0.4644012           129.1986            129.1986            
14328               166.3477            14671872            14672895            0.2205811           272.0089            136.0044            
14410               167.2998            14755840            14756863            0.9520264           63.02346            126.0469            
14492               168.2518            14839808            14840831            0.9520111           63.02448            126.049             
14513               168.4956            14861312            14862335            0.2438202           246.083             123.0415            
14573               169.1922            14922752            14923775            0.6965942           86.13335            172.2667            
14656               170.1558            15007744            15008767            0.963623            62.26501            124.53              
14675               170.3764            15027200            15028223            0.2205963           271.9901            135.995             
14736               171.0846            15089664            15090687            0.7082062           84.72109            169.4422            
14816               172.0134            15171584            15172607            0.9288025           64.59931            129.1986            
14838               172.2688            15194112            15195135            0.2554169           234.9101            117.455             
14899               172.9771            15256576            15257599            0.7082062           84.72109            169.4422            
14980               173.9175            15339520            15340543            0.9404144           63.80166            127.6033            
15001               174.1613            15361024            15362047            0.2438049           246.0984            123.0492            
15060               174.8463            15421440            15422463            0.6849823           87.59351            175.187             
15142               175.7983            15505408            15506431            0.9520264           63.02346            126.0469            
15163               176.0421            15526912            15527935            0.2438049           246.0984            123.0492            
15221               176.7155            15586304            15587327            0.6733856           89.10199            178.204             
15223               176.7387            15588352            15589375            0.02320862          2585.247            80.78896            
15304               177.6791            15671296            15672319            0.9404144           63.80166            127.6033            
15323               177.8997            15690752            15691775            0.2205963           271.9901            135.995             
15383               178.5963            15752192            15753215            0.6965942           86.13335            172.2667            
15463               179.5251            15834112            15835135            0.9288025           64.59931            129.1986            
15483               179.7573            15854592            15855615            0.232193            258.4057            129.2029            
15524               180.2333            15896576            15897599            0.4760132           126.0469            126.0469            
15704               182.3231            16080896            16081919            2.089798            28.71091            114.8436            
15789               183.3099            16167936            16168959            0.9868469           60.7997             121.5994            
15807               183.5189            16186368            16187391            0.2089691           287.1238            143.5619            
15868               184.2271            16248832            16249855            0.7082214           84.71927            169.4385            
15949               185.1675            16331776            16332799            0.9403992           63.80269            127.6054            
15970               185.4113            16353280            16354303            0.2438049           246.0984            123.0492            
16030               186.1079            16414720            16415743            0.6966095           86.13147            172.2629            
16108               187.0135            16494592            16495615            0.9055786           66.25598            132.512             
16131               187.2805            16518144            16519167            0.2670288           224.6949            112.3474            
16191               187.9771            16579584            16580607            0.6965942           86.13335            172.2667            
16271               188.9059            16661504            16662527            0.9288025           64.59931            129.1986            
16294               189.173             16685056            16686079            0.2670288           224.6949            112.3474            
16352               189.8463            16744448            16745471            0.6733704           89.10401            178.208             
16433               190.7868            16827392            16828415            0.9404144           63.80166            127.6033            
16435               190.81              16829440            16830463            0.02322388          2583.548            80.73587            
16455               191.0422            16849920            16850943            0.232193            258.4057            129.2029            
16516               191.7504            16912384            16913407            0.7082062           84.72109            169.4422            
16597               192.6908            16995328            16996351            0.9404144           63.80166            127.6033            
16618               192.9346            17016832            17017855            0.2438049           246.0984            123.0492            
16678               193.6312            17078272            17079295            0.6965942           86.13335            172.2667            
16758               194.56              17160192            17161215            0.9288025           64.59931            129.1986            
16780               194.8154            17182720            17183743            0.2554169           234.9101            117.455             
16840               195.512             17244160            17245183            0.6966095           86.13147            172.2629            
16842               195.5352            17246208            17247231            0.02320862          2585.247            80.78896            
16860               195.7442            17264640            17265663            0.2089844           287.1028            143.5514            
16919               196.4292            17325056            17326079            0.6849823           87.59351            175.187             
16997               197.3348            17404928            17405951            0.9055786           66.25598            132.512             
17084               198.3448            17494016            17495039            1.010071            59.40178            118.8036            
17104               198.5771            17514496            17515519            0.2322083           258.3888            129.1944            
17164               199.2737            17575936            17576959            0.6965942           86.13335            172.2667            
17243               200.1908            17656832            17657855            0.9171906           65.41716            130.8343            
17245               200.2141            17658880            17659903            0.02322388          2583.548            80.73587            
17264               200.4346            17678336            17679359            0.2205811           272.0089            136.0044            
17323               201.1196            17738752            17739775            0.6849976           87.59155            175.1831            
17405               202.0717            17822720            17823743            0.9520111           63.02448            126.049             
17426               202.3155            17844224            17845247            0.2438049           246.0984            123.0492            
17486               203.0121            17905664            17906687            0.6966095           86.13147            172.2629            
17567               203.9525            17988608            17989631            0.9403992           63.80269            127.6054            
17589               204.2079            18011136            18012159            0.2554169           234.9101            117.455             
17650               204.9161            18073600            18074623            0.7082214           84.71927            169.4385            
17732               205.8681            18157568            18158591            0.9520111           63.02448            126.049             
17750               206.0771            18176000            18177023            0.2089844           287.1028            143.5514            
17811               206.7853            18238464            18239487            0.7082062           84.72109            169.4422            
17892               207.7257            18321408            18322431            0.9403992           63.80269            127.6054            
17912               207.9579            18341888            18342911            0.2322083           258.3888            129.1944            
17972               208.6545            18403328            18404351            0.6965942           86.13335            172.2667            
18051               209.5717            18484224            18485247            0.9171906           65.41716            130.8343            
18053               209.5949            18486272            18487295            0.02322388          2583.548            80.73587            
18073               209.8271            18506752            18507775            0.232193            258.4057            129.2029            
18133               210.5237            18568192            18569215            0.6965942           86.13335            172.2667            
18153               210.7559            18588672            18589695            0.2322083           258.3888            129.1944            
18212               211.4409            18649088            18650111            0.6849823           87.59351            175.187             
18293               212.3813            18732032            18733055            0.9404144           63.80166            127.6033            
18312               212.6019            18751488            18752511            0.2205811           272.0089            136.0044            
18372               213.2985            18812928            18813951            0.6966095           86.13147            172.2629            
18394               213.5539            18835456            18836479            0.2554169           234.9101            117.455             
18454               214.2505            18896896            18897919            0.6965942           86.13335            172.2667            
18475               214.4943            18918400            18919423            0.2438049           246.0984            123.0492            
18537               215.2142            18981888            18982911            0.7198334           83.35262            166.7052            
18558               215.458             19003392            19004415            0.2438049           246.0984            123.0492            
18618               216.1546            19064832            19065855            0.6965942           86.13335            172.2667            
18636               216.3635            19083264            19084287            0.2089844           287.1028            143.5514            
18698               217.0834            19146752            19147775            0.7198181           83.35439            166.7088            
18718               217.3156            19167232            19168255            0.232193            258.4057            129.2029            
18780               218.0354            19230720            19231743            0.7198181           83.35439            166.7088            
18799               218.256             19250176            19251199            0.2205963           271.9901            135.995             
18860               218.9642            19312640            19313663            0.7082062           84.72109            169.4422            
18881               219.208             19334144            19335167            0.2438049           246.0984            123.0492            
18940               219.893             19394560            19395583            0.6849976           87.59155            175.1831            
18942               219.9162            19396608            19397631            0.02320862          2585.247            80.78896            
18961               220.1368            19416064            19417087            0.2205963           271.9901            135.995             
19020               220.8218            19476480            19477503            0.6849823           87.59351            175.187             
19040               221.054             19496960            19497983            0.2322083           258.3888            129.1944            
19099               221.739             19557376            19558399            0.6849823           87.59351            175.187             
19160               222.4472            19619840            19620863            0.7082062           84.72109            169.4422            
19181               222.691             19641344            19642367            0.2438202           246.083             123.0415            
19202               222.9348            19662848            19663871            0.2438049           246.0984            123.0492            
19262               223.6314            19724288            19725311            0.6965942           86.13335            172.2667            
19309               224.177             19772416            19773439            0.5456696           109.9567            109.9567            
19373               224.9201            19837952            19838975            0.743042            80.74914            161.4983            
