Song:
	samples=5710950
	channels=2
	BPM=108.5497
	points=11155
Idx                 Time                Start Sample        End Sample          delta               rawBPM              BPM                 
5117                59.40825            5239808             5240831             0.5108376           117.4542            117.4542            
5150                59.79138            5273600             5274623             0.3831291           156.6052            156.6052            
5172                60.0468             5296128             5297151             0.2554207           234.9066            117.4533            
5177                60.10485            5301248             5302271             0.05804825          1033.623            129.2029            
5190                60.25578            5314560             5315583             0.1509323           397.5292            99.3823             
5194                60.30222            5318656             5319679             0.04644012          1291.986            80.74914            
5207                60.45315            5331968             5332991             0.1509285           397.5392            99.38481            
5217                60.56925            5342208             5343231             0.1161003           516.7945            129.1986            
5220                60.60408            5345280             5346303             0.03482819          1722.743            107.6714            
5230                60.72018            5355520             5356543             0.1161003           516.7945            129.1986            
5233                60.75501            5358592             5359615             0.034832            1722.554            107.6596            
5235                60.77823            5360640             5361663             0.02322006          2583.972            80.74914            
5245                60.89433            5370880             5371903             0.1161003           516.7945            129.1986            
5249                60.94077            5374976             5375999             0.04643631          1292.092            80.75577            
5254                60.99882            5380096             5381119             0.05805206          1033.555            129.1944            
5265                61.12653            5391360             5392383             0.1277084           469.8202            117.455             
5271                61.19619            5397504             5398527             0.06966019          861.3242            107.6655            
5273                61.21941            5399552             5400575             0.02322006          2583.972            80.74914            
5284                61.34712            5410816             5411839             0.1277084           469.8202            117.455             
5292                61.44               5419008             5420031             0.09288025          645.9931            80.74914            
5305                61.59093            5432320             5433343             0.1509323           397.5292            99.3823             
5313                61.68381            5440512             5441535             0.09288025          645.9931            80.74914            
5326                61.83474            5453824             5454847             0.1509285           397.5392            99.38481            
5332                61.9044             5459968             5460991             0.06966019          861.3242            107.6655            
5334                61.92762            5462016             5463039             0.02322006          2583.972            80.74914            
5336                61.95084            5464064             5465087             0.02322006          2583.972            80.74914            
5344                62.04372            5472256             5473279             0.09288025          645.9931            80.74914            
5350                62.11338            5478400             5479423             0.06966019          861.3242            107.6655            
5357                62.19465            5485568             5486591             0.08126831          738.2952            92.2869             
5364                62.27592            5492736             5493759             0.08126831          738.2952            92.2869             
5371                62.35719            5499904             5500927             0.08127213          738.2605            92.28256            
5378                62.43846            5507072             5508095             0.08126831          738.2952            92.2869             
5385                62.51973            5514240             5515263             0.08127213          738.2605            92.28256            
5392                62.601              5521408             5522431             0.08126831          738.2952            92.2869             
5402                62.7171             5531648             5532671             0.1161003           516.7945            129.1986            
5407                62.77515            5536768             5537791             0.05804825          1033.623            129.2029            
5409                62.79837            5538816             5539839             0.02322006          2583.972            80.74914            
5411                62.82159            5540864             5541887             0.02322006          2583.972            80.74914            
5429                63.03057            5559296             5560319             0.2089806           287.108             143.554             
5516                64.04063            5648384             5649407             1.010067            59.402              118.804             
5534                64.24961            5666816             5667839             0.2089767           287.1133            143.5566            
5544                64.36572            5677056             5678079             0.1161041           516.7775            129.1944            
5547                64.40054            5680128             5681151             0.03482819          1722.743            107.6714            
5550                64.43537            5683200             5684223             0.03482819          1722.743            107.6714            
5557                64.51665            5690368             5691391             0.08127594          738.2258            92.27823            
5560                64.55148            5693440             5694463             0.03482819          1722.743            107.6714            
5570                64.66757            5703680             5704703             0.1160965           516.8115            129.2029            
5579                64.77206            5712896             5713919             0.1044922           574.2056            143.5514            
5588                64.87656            5722112             5723135             0.1044922           574.2056            143.5514            
5592                64.923              5726208             5727231             0.04644012          1291.986            80.74914            
5603                65.0507             5737472             5738495             0.1277084           469.8202            117.455             
5615                65.19003            5749760             5750783             0.1393204           430.6621            107.6655            
5624                65.29451            5758976             5759999             0.1044846           574.2476            143.5619            
5632                65.38739            5767168             5768191             0.09288025          645.9931            80.74914            
5640                65.48027            5775360             5776383             0.09288025          645.9931            80.74914            
5646                65.54993            5781504             5782527             0.069664            861.277             107.6596            
5656                65.66603            5791744             5792767             0.1160965           516.8115            129.2029            
5664                65.75891            5799936             5800959             0.09288025          645.9931            80.74914            
5666                65.78214            5801984             5803007             0.02322388          2583.548            80.73587            
5677                65.90984            5813248             5814271             0.1277084           469.8202            117.455             
5685                66.00272            5821440             5822463             0.09288025          645.9931            80.74914            
5687                66.02594            5823488             5824511             0.02321625          2584.397            80.76241            
5697                66.14204            5833728             5834751             0.1161041           516.7775            129.1944            
5700                66.17687            5836800             5837823             0.03482819          1722.743            107.6714            
5709                66.28136            5846016             5847039             0.1044846           574.2476            143.5619            
5718                66.38585            5855232             5856255             0.1044922           574.2056            143.5514            
5730                66.52517            5867520             5868543             0.1393204           430.6621            107.6655            
5744                66.68771            5881856             5882879             0.1625366           369.1476            92.2869             
5765                66.93152            5903360             5904383             0.2438126           246.0907            123.0453            
5773                67.0244             5911552             5912575             0.09288025          645.9931            80.74914            
5784                67.15211            5922816             5923839             0.1277084           469.8202            117.455             
5786                67.17533            5924864             5925887             0.02322388          2583.548            80.73587            
5797                67.30304            5936128             5937151             0.1277084           469.8202            117.455             
5807                67.41914            5946368             5947391             0.1160965           516.8115            129.2029            
5816                67.52363            5955584             5956607             0.1044922           574.2056            143.5514            
5829                67.67456            5968896             5969919             0.1509323           397.5292            99.3823             
5839                67.79066            5979136             5980159             0.1160965           516.8115            129.2029            
5847                67.88354            5987328             5988351             0.09288025          645.9931            80.74914            
5856                67.98803            5996544             5997567             0.1044922           574.2056            143.5514            
5859                68.02286            5999616             6000639             0.03482819          1722.743            107.6714            
5866                68.10413            6006784             6007807             0.08126831          738.2952            92.2869             
5874                68.19701            6014976             6015999             0.09288025          645.9931            80.74914            
5883                68.3015             6024192             6025215             0.1044922           574.2056            143.5514            
5891                68.39438            6032384             6033407             0.09288025          645.9931            80.74914            
5893                68.41759            6034432             6035455             0.02321625          2584.397            80.76241            
5900                68.49886            6041600             6042623             0.08126831          738.2952            92.2869             
5918                68.70785            6060032             6061055             0.2089844           287.1028            143.5514            
5925                68.78912            6067200             6068223             0.08126831          738.2952            92.2869             
5935                68.90521            6077440             6078463             0.1160965           516.8115            129.2029            
5938                68.94005            6080512             6081535             0.03483582          1722.365            107.6478            
5946                69.03293            6088704             6089727             0.09288025          645.9931            80.74914            
5952                69.10258            6094848             6095871             0.06965637          861.3713            107.6714            
5960                69.19547            6103040             6104063             0.09288025          645.9931            80.74914            
5981                69.43928            6124544             6125567             0.2438126           246.0907            123.0453            
5990                69.54376            6133760             6134783             0.1044846           574.2476            143.5619            
5997                69.62503            6140928             6141951             0.08126831          738.2952            92.2869             
6011                69.78757            6155264             6156287             0.1625443           369.1302            92.28256            
6023                69.9269             6167552             6168575             0.1393204           430.6621            107.6655            
6032                70.03138            6176768             6177791             0.1044846           574.2476            143.5619            
6035                70.06622            6179840             6180863             0.03483582          1722.365            107.6478            
6042                70.14748            6187008             6188031             0.08126831          738.2952            92.2869             
6055                70.29842            6200320             6201343             0.1509323           397.5292            99.3823             
6063                70.39129            6208512             6209535             0.09287262          646.0461            80.75577            
6065                70.41451            6210560             6211583             0.02322388          2583.548            80.73587            
6073                70.50739            6218752             6219775             0.09288025          645.9931            80.74914            
6076                70.54222            6221824             6222847             0.03482819          1722.743            107.6714            
6080                70.58866            6225920             6226943             0.04644012          1291.986            80.74914            
6086                70.65833            6232064             6233087             0.069664            861.277             107.6596            
6097                70.78603            6243328             6244351             0.1277084           469.8202            117.455             
6104                70.8673             6250496             6251519             0.08126831          738.2952            92.2869             
6109                70.92535            6255616             6256639             0.05805206          1033.555            129.1944            
6124                71.0995             6270976             6271999             0.1741486           344.5334            86.13335            
6137                71.25043            6284288             6285311             0.1509247           397.5493            99.38732            
6145                71.34331            6292480             6293503             0.09288025          645.9931            80.74914            
6158                71.49424            6305792             6306815             0.1509323           397.5292            99.3823             
6167                71.59873            6315008             6316031             0.1044922           574.2056            143.5514            
6179                71.73805            6327296             6328319             0.1393204           430.6621            107.6655            
6196                71.93542            6344704             6345727             0.1973648           304.0056            152.0028            
6203                72.01669            6351872             6352895             0.08127594          738.2258            92.27823            
6216                72.16762            6365184             6366207             0.1509247           397.5493            99.38732            
6226                72.28372            6375424             6376447             0.1161041           516.7775            129.1944            
6236                72.39982            6385664             6386687             0.1160965           516.8115            129.2029            
6239                72.43465            6388736             6389759             0.03482819          1722.743            107.6714            
6249                72.55075            6398976             6399999             0.1161041           516.7775            129.1944            
6259                72.66685            6409216             6410239             0.1160965           516.8115            129.2029            
6270                72.79456            6420480             6421503             0.1277084           469.8202            117.455             
6280                72.91066            6430720             6431743             0.1161041           516.7775            129.1944            
6293                73.06158            6444032             6445055             0.1509247           397.5493            99.38732            
6302                73.16608            6453248             6454271             0.1044922           574.2056            143.5514            
6312                73.28217            6463488             6464511             0.1160965           516.8115            129.2029            
6319                73.36345            6470656             6471679             0.08127594          738.2258            92.27823            
6323                73.40989            6474752             6475775             0.04644012          1291.986            80.74914            
6335                73.54921            6487040             6488063             0.1393204           430.6621            107.6655            
6343                73.64209            6495232             6496255             0.09288025          645.9931            80.74914            
6356                73.79301            6508544             6509567             0.1509247           397.5493            99.38732            
6366                73.90912            6518784             6519807             0.1161041           516.7775            129.1944            
6374                74.002              6526976             6527999             0.09288025          645.9931            80.74914            
6376                74.02522            6529024             6530047             0.02321625          2584.397            80.76241            
6379                74.06004            6532096             6533119             0.03482819          1722.743            107.6714            
6389                74.17615            6542336             6543359             0.1161041           516.7775            129.1944            
6399                74.29224            6552576             6553599             0.1160965           516.8115            129.2029            
6409                74.40835            6562816             6563839             0.1161041           516.7775            129.1944            
6419                74.52444            6573056             6574079             0.1160965           516.8115            129.2029            
6430                74.65215            6584320             6585343             0.1277084           469.8202            117.455             
6440                74.76826            6594560             6595583             0.1161041           516.7775            129.1944            
6450                74.88435            6604800             6605823             0.1160965           516.8115            129.2029            
6462                75.02367            6617088             6618111             0.1393204           430.6621            107.6655            
6471                75.12817            6626304             6627327             0.1044922           574.2056            143.5514            
6476                75.18621            6631424             6632447             0.05804443          1033.691            129.2113            
6483                75.26749            6638592             6639615             0.08127594          738.2258            92.27823            
6496                75.41841            6651904             6652927             0.1509247           397.5493            99.38732            
6505                75.5229             6661120             6662143             0.1044922           574.2056            143.5514            
6519                75.68544            6675456             6676479             0.1625366           369.1476            92.2869             
6529                75.80154            6685696             6686719             0.1161041           516.7775            129.1944            
6536                75.88281            6692864             6693887             0.08126831          738.2952            92.2869             
6547                76.01052            6704128             6705151             0.1277084           469.8202            117.455             
6551                76.05696            6708224             6709247             0.04644012          1291.986            80.74914            
6560                76.16145            6717440             6718463             0.1044922           574.2056            143.5514            
6565                76.2195             6722560             6723583             0.05804443          1033.691            129.2113            
6575                76.3356             6732800             6733823             0.1161041           516.7775            129.1944            
6584                76.44009            6742016             6743039             0.1044922           574.2056            143.5514            
6588                76.48653            6746112             6747135             0.04644012          1291.986            80.74914            
6604                76.67229            6762496             6763519             0.1857529           323.0098            80.75246            
6614                76.78839            6772736             6773759             0.1161041           516.7775            129.1944            
6627                76.93932            6786048             6787071             0.1509323           397.5292            99.3823             
6635                77.0322             6794240             6795263             0.09287262          646.0461            80.75577            
6642                77.11347            6801408             6802431             0.08127594          738.2258            92.27823            
6657                77.28762            6816768             6817791             0.1741486           344.5334            86.13335            
6661                77.33406            6820864             6821887             0.04644012          1291.986            80.74914            
6663                77.35728            6822912             6823935             0.02321625          2584.397            80.76241            
6671                77.45016            6831104             6832127             0.09288025          645.9931            80.74914            
6679                77.54304            6839296             6840319             0.09288025          645.9931            80.74914            
6687                77.63592            6847488             6848511             0.09288025          645.9931            80.74914            
6689                77.65914            6849536             6850559             0.02322388          2583.548            80.73587            
6697                77.75202            6857728             6858751             0.09288025          645.9931            80.74914            
6699                77.77524            6859776             6860799             0.02321625          2584.397            80.76241            
6707                77.86812            6867968             6868991             0.09288025          645.9931            80.74914            
6709                77.89133            6870016             6871039             0.02321625          2584.397            80.76241            
6714                77.94939            6875136             6876159             0.05805206          1033.555            129.1944            
6723                78.05388            6884352             6885375             0.1044922           574.2056            143.5514            
6732                78.15837            6893568             6894591             0.1044922           574.2056            143.5514            
6746                78.32091            6907904             6908927             0.1625366           369.1476            92.2869             
6753                78.40218            6915072             6916095             0.08126831          738.2952            92.2869             
6760                78.48344            6922240             6923263             0.08126831          738.2952            92.2869             
6767                78.56472            6929408             6930431             0.08127594          738.2258            92.27823            
6781                78.72726            6943744             6944767             0.1625366           369.1476            92.2869             
6788                78.80853            6950912             6951935             0.08126831          738.2952            92.2869             
6795                78.88979            6958080             6959103             0.08126831          738.2952            92.2869             
6802                78.97107            6965248             6966271             0.08127594          738.2258            92.27823            
6895                80.0508             7060480             7061503             1.079727            55.56959            111.1392            
6905                80.16689            7070720             7071743             0.1160965           516.8115            129.2029            
6915                80.28299            7080960             7081983             0.1160965           516.8115            129.2029            
6923                80.37587            7089152             7090175             0.09288025          645.9931            80.74914            
6929                80.44553            7095296             7096319             0.069664            861.277             107.6596            
6938                80.55003            7104512             7105535             0.1044922           574.2056            143.5514            
6946                80.64291            7112704             7113727             0.09288025          645.9931            80.74914            
6950                80.68934            7116800             7117823             0.0464325           1292.198            80.76241            
6956                80.759              7122944             7123967             0.069664            861.277             107.6596            
6972                80.94476            7139328             7140351             0.1857605           322.9966            80.74914            
6981                81.04926            7148544             7149567             0.1044922           574.2056            143.5514            
7002                81.29306            7170048             7171071             0.2438049           246.0984            123.0492            
7014                81.43238            7182336             7183359             0.1393204           430.6621            107.6655            
7022                81.52526            7190528             7191551             0.09288025          645.9931            80.74914            
7030                81.61814            7198720             7199743             0.09288025          645.9931            80.74914            
7037                81.69941            7205888             7206911             0.08126831          738.2952            92.2869             
7050                81.85034            7219200             7220223             0.1509323           397.5292            99.3823             
7065                82.02449            7234560             7235583             0.1741486           344.5334            86.13335            
7069                82.07093            7238656             7239679             0.04644012          1291.986            80.74914            
7076                82.1522             7245824             7246847             0.08126831          738.2952            92.2869             
7079                82.18703            7248896             7249919             0.03482819          1722.743            107.6714            
7088                82.29152            7258112             7259135             0.1044922           574.2056            143.5514            
7104                82.47728            7274496             7275519             0.1857605           322.9966            80.74914            
7113                82.58177            7283712             7284735             0.1044922           574.2056            143.5514            
7122                82.68626            7292928             7293951             0.1044846           574.2476            143.5619            
7133                82.81396            7304192             7305215             0.1277084           469.8202            117.455             
7142                82.91846            7313408             7314431             0.1044922           574.2056            143.5514            
7149                82.99973            7320576             7321599             0.08126831          738.2952            92.2869             
7159                83.11583            7330816             7331839             0.1161041           516.7775            129.1944            
7167                83.20871            7339008             7340031             0.09288025          645.9931            80.74914            
7175                83.30159            7347200             7348223             0.09288025          645.9931            80.74914            
7186                83.4293             7358464             7359487             0.1277084           469.8202            117.455             
7197                83.55701            7369728             7370751             0.1277084           469.8202            117.455             
7241                84.06785            7414784             7415807             0.5108414           117.4533            117.4533            
7250                84.17233            7424000             7425023             0.1044846           574.2476            143.5619            
7254                84.21877            7428096             7429119             0.04644012          1291.986            80.74914            
7264                84.33488            7438336             7439359             0.1161041           516.7775            129.1944            
7268                84.38132            7442432             7443455             0.04644012          1291.986            80.74914            
7277                84.4858             7451648             7452671             0.1044846           574.2476            143.5619            
7282                84.54385            7456768             7457791             0.05805206          1033.555            129.1944            
7292                84.65996            7467008             7468031             0.1161041           516.7775            129.1944            
7296                84.7064             7471104             7472127             0.04644012          1291.986            80.74914            
7304                84.79927            7479296             7480319             0.09287262          646.0461            80.75577            
7314                84.91537            7489536             7490559             0.1161041           516.7775            129.1944            
7319                84.97343            7494656             7495679             0.05805206          1033.555            129.1944            
7325                85.04308            7500800             7501823             0.06965637          861.3713            107.6714            
7331                85.11275            7506944             7507967             0.069664            861.277             107.6596            
7338                85.19402            7514112             7515135             0.08126831          738.2952            92.2869             
7347                85.2985             7523328             7524351             0.1044846           574.2476            143.5619            
7358                85.42622            7534592             7535615             0.1277161           469.7921            117.448             
7410                86.02993            7587840             7588863             0.603714            99.38481            198.7696            
7415                86.08798            7592960             7593983             0.05805206          1033.555            129.1944            
7423                86.18086            7601152             7602175             0.09288025          645.9931            80.74914            
7428                86.23891            7606272             7607295             0.05805206          1033.555            129.1944            
7440                86.37823            7618560             7619583             0.1393204           430.6621            107.6655            
7442                86.40145            7620608             7621631             0.02321625          2584.397            80.76241            
7445                86.43628            7623680             7624703             0.03482819          1722.743            107.6714            
7455                86.55238            7633920             7634943             0.1161041           516.7775            129.1944            
7459                86.59882            7638016             7639039             0.04644012          1291.986            80.74914            
7475                86.78458            7654400             7655423             0.1857605           322.9966            80.74914            
7481                86.85424            7660544             7661567             0.06965637          861.3713            107.6714            
7490                86.95873            7669760             7670783             0.1044922           574.2056            143.5514            
7497                87.04               7676928             7677951             0.08126831          738.2952            92.2869             
7500                87.07483            7680000             7681023             0.03482819          1722.743            107.6714            
7505                87.13288            7685120             7686143             0.05805206          1033.555            129.1944            
7521                87.31864            7701504             7702527             0.1857605           322.9966            80.74914            
7528                87.39991            7708672             7709695             0.08126831          738.2952            92.2869             
7535                87.48118            7715840             7716863             0.08126831          738.2952            92.2869             
7552                87.67855            7733248             7734271             0.1973724           303.9938            151.9969            
7559                87.75982            7740416             7741439             0.08126831          738.2952            92.2869             
7566                87.84109            7747584             7748607             0.08126831          738.2952            92.2869             
7581                88.01524            7762944             7763967             0.1741486           344.5334            86.13335            
7594                88.16617            7776256             7777279             0.1509323           397.5292            99.3823             
7604                88.28226            7786496             7787519             0.1160965           516.8115            129.2029            
7611                88.36354            7793664             7794687             0.08127594          738.2258            92.27823            
7627                88.54929            7810048             7811071             0.1857529           323.0098            80.75246            
7637                88.6654             7820288             7821311             0.1161041           516.7775            129.1944            
7648                88.79311            7831552             7832575             0.1277084           469.8202            117.455             
7656                88.88599            7839744             7840767             0.09288025          645.9931            80.74914            
7665                88.99048            7848960             7849983             0.1044922           574.2056            143.5514            
7670                89.04852            7854080             7855103             0.05804443          1033.691            129.2113            
7681                89.17624            7865344             7866367             0.1277161           469.7921            117.448             
7691                89.29234            7875584             7876607             0.1160965           516.8115            129.2029            
7702                89.42004            7886848             7887871             0.1277084           469.8202            117.455             
7709                89.50131            7894016             7895039             0.08126831          738.2952            92.2869             
7711                89.52454            7896064             7897087             0.02322388          2583.548            80.73587            
7722                89.65224            7907328             7908351             0.1277084           469.8202            117.455             
7742                89.88445            7927808             7928831             0.2322006           258.3972            129.1986            
7759                90.08182            7945216             7946239             0.1973724           303.9938            151.9969            
7767                90.17469            7953408             7954431             0.09287262          646.0461            80.75577            
7777                90.29079            7963648             7964671             0.1161041           516.7775            129.1944            
7785                90.38367            7971840             7972863             0.09288025          645.9931            80.74914            
7790                90.44173            7976960             7977983             0.05805206          1033.555            129.1944            
7794                90.48817            7981056             7982079             0.04644012          1291.986            80.74914            
7799                90.54621            7986176             7987199             0.05804443          1033.691            129.2113            
7801                90.56944            7988224             7989247             0.02322388          2583.548            80.73587            
7810                90.67392            7997440             7998463             0.1044846           574.2476            143.5619            
7820                90.79002            8007680             8008703             0.1161041           516.7775            129.1944            
7830                90.90612            8017920             8018943             0.1160965           516.8115            129.2029            
7841                91.03383            8029184             8030207             0.1277084           469.8202            117.455             
7848                91.1151             8036352             8037375             0.08127594          738.2258            92.27823            
7865                91.31247            8053760             8054783             0.1973648           304.0056            152.0028            
7870                91.37052            8058880             8059903             0.05805206          1033.555            129.1944            
7874                91.41696            8062976             8063999             0.04644012          1291.986            80.74914            
7884                91.53306            8073216             8074239             0.1160965           516.8115            129.2029            
7892                91.62594            8081408             8082431             0.09288025          645.9931            80.74914            
7909                91.82331            8098816             8099839             0.1973724           303.9938            151.9969            
7919                91.93941            8109056             8110079             0.1160965           516.8115            129.2029            
7927                92.03229            8117248             8118271             0.09288025          645.9931            80.74914            
7931                92.07873            8121344             8122367             0.04644012          1291.986            80.74914            
7945                92.24127            8135680             8136703             0.1625443           369.1302            92.28256            
7958                92.3922             8148992             8150015             0.1509247           397.5493            99.38732            
7966                92.48508            8157184             8158207             0.09288025          645.9931            80.74914            
7973                92.56635            8164352             8165375             0.08127594          738.2258            92.27823            
7980                92.64762            8171520             8172543             0.08126831          738.2952            92.2869             
7987                92.72889            8178688             8179711             0.08126831          738.2952            92.2869             
7993                92.79855            8184832             8185855             0.06965637          861.3713            107.6714            
7998                92.8566             8189952             8190975             0.05805206          1033.555            129.1944            
8007                92.96109            8199168             8200191             0.1044922           574.2056            143.5514            
8012                93.01913            8204288             8205311             0.05804443          1033.691            129.2113            
8022                93.13524            8214528             8215551             0.1161041           516.7775            129.1944            
8031                93.23973            8223744             8224767             0.1044922           574.2056            143.5514            
8040                93.34422            8232960             8233983             0.1044846           574.2476            143.5619            
8045                93.40227            8238080             8239103             0.05805206          1033.555            129.1944            
8057                93.54159            8250368             8251391             0.1393204           430.6621            107.6655            
8067                93.65768            8260608             8261631             0.1160965           516.8115            129.2029            
8072                93.71574            8265728             8266751             0.05805206          1033.555            129.1944            
8085                93.86667            8279040             8280063             0.1509323           397.5292            99.3823             
8094                93.97115            8288256             8289279             0.1044846           574.2476            143.5619            
8098                94.01759            8292352             8293375             0.04644012          1291.986            80.74914            
8105                94.09887            8299520             8300543             0.08127594          738.2258            92.27823            
8108                94.1337             8302592             8303615             0.03482819          1722.743            107.6714            
8110                94.15691            8304640             8305663             0.02321625          2584.397            80.76241            
8119                94.26141            8313856             8314879             0.1044922           574.2056            143.5514            
8121                94.28462            8315904             8316927             0.02321625          2584.397            80.76241            
8129                94.3775             8324096             8325119             0.09288025          645.9931            80.74914            
8135                94.44717            8330240             8331263             0.069664            861.277             107.6596            
8144                94.55166            8339456             8340479             0.1044922           574.2056            143.5514            
8154                94.66776            8349696             8350719             0.1160965           516.8115            129.2029            
8165                94.79546            8360960             8361983             0.1277084           469.8202            117.455             
8175                94.91157            8371200             8372223             0.1161041           516.7775            129.1944            
8179                94.95801            8375296             8376319             0.04644012          1291.986            80.74914            
8187                95.05089            8383488             8384511             0.09288025          645.9931            80.74914            
8196                95.15537            8392704             8393727             0.1044846           574.2476            143.5619            
8198                95.1786             8394752             8395775             0.02322388          2583.548            80.73587            
8208                95.29469            8404992             8406015             0.1160965           516.8115            129.2029            
8216                95.38757            8413184             8414207             0.09288025          645.9931            80.74914            
8223                95.46884            8420352             8421375             0.08126831          738.2952            92.2869             
8229                95.53851            8426496             8427519             0.069664            861.277             107.6596            
8238                95.64299            8435712             8436735             0.1044846           574.2476            143.5619            
8243                95.70104            8440832             8441855             0.05805206          1033.555            129.1944            
8250                95.78231            8448000             8449023             0.08126831          738.2952            92.2869             
8256                95.85197            8454144             8455167             0.069664            861.277             107.6596            
8259                95.8868             8457216             8458239             0.03482819          1722.743            107.6714            
8261                95.91002            8459264             8460287             0.02321625          2584.397            80.76241            
8274                96.06095            8472576             8473599             0.1509323           397.5292            99.3823             
8283                96.16544            8481792             8482815             0.1044922           574.2056            143.5514            
8294                96.29315            8493056             8494079             0.1277084           469.8202            117.455             
8304                96.40925            8503296             8504319             0.1160965           516.8115            129.2029            
8314                96.52535            8513536             8514559             0.1161041           516.7775            129.1944            
8318                96.57179            8517632             8518655             0.04644012          1291.986            80.74914            
8328                96.68789            8527872             8528895             0.1160965           516.8115            129.2029            
8336                96.78077            8536064             8537087             0.09288025          645.9931            80.74914            
8343                96.86204            8543232             8544255             0.08126831          738.2952            92.2869             
8350                96.94331            8550400             8551423             0.08127594          738.2258            92.27823            
8361                97.07102            8561664             8562687             0.1277084           469.8202            117.455             
8369                97.1639             8569856             8570879             0.09288025          645.9931            80.74914            
8384                97.33805            8585216             8586239             0.1741486           344.5334            86.13335            
8429                97.8605             8631296             8632319             0.5224457           114.8445            114.8445            
8444                98.03465            8646656             8647679             0.1741486           344.5334            86.13335            
8450                98.10431            8652800             8653823             0.069664            861.277             107.6596            
8463                98.25524            8666112             8667135             0.1509323           397.5292            99.3823             
8466                98.29007            8669184             8670207             0.03482819          1722.743            107.6714            
8472                98.35973            8675328             8676351             0.06965637          861.3713            107.6714            
8487                98.53387            8690688             8691711             0.1741486           344.5334            86.13335            
8495                98.62675            8698880             8699903             0.09288025          645.9931            80.74914            
8497                98.64998            8700928             8701951             0.02322388          2583.548            80.73587            
8499                98.67319            8702976             8703999             0.02321625          2584.397            80.76241            
8507                98.76608            8711168             8712191             0.09288025          645.9931            80.74914            
8511                98.81252            8715264             8716287             0.04644012          1291.986            80.74914            
8516                98.87057            8720384             8721407             0.05805206          1033.555            129.1944            
8521                98.92862            8725504             8726527             0.05805206          1033.555            129.1944            
8531                99.04472            8735744             8736767             0.1160965           516.8115            129.2029            
8616                100.0316            8822784             8823807             0.9868469           60.7997             121.5994            
8620                100.078             8826880             8827903             0.04644012          1291.986            80.74914            
8630                100.1941            8837120             8838143             0.1161041           516.7775            129.1944            
8635                100.2522            8842240             8843263             0.05804443          1033.691            129.2113            
8645                100.3683            8852480             8853503             0.1161041           516.7775            129.1944            
8651                100.4379            8858624             8859647             0.06965637          861.3713            107.6714            
8657                100.5076            8864768             8865791             0.069664            861.277             107.6596            
8666                100.6121            8873984             8875007             0.1044846           574.2476            143.5619            
8675                100.7166            8883200             8884223             0.1044922           574.2056            143.5514            
8687                100.8559            8895488             8896511             0.1393204           430.6621            107.6655            
8699                100.9952            8907776             8908799             0.1393204           430.6621            107.6655            
8709                101.1113            8918016             8919039             0.1160965           516.8115            129.2029            
8790                102.0517            9000960             9001983             0.9404144           63.80166            127.6033            
8796                102.1214            9007104             9008127             0.06965637          861.3713            107.6714            
8800                102.1678            9011200             9012223             0.04644012          1291.986            80.74914            
8806                102.2375            9017344             9018367             0.06965637          861.3713            107.6714            
8817                102.3652            9028608             9029631             0.1277161           469.7921            117.448             
8827                102.4813            9038848             9039871             0.1160965           516.8115            129.2029            
8834                102.5625            9046016             9047039             0.08126831          738.2952            92.2869             
8844                102.6786            9056256             9057279             0.1161041           516.7775            129.1944            
8854                102.7947            9066496             9067519             0.1160965           516.8115            129.2029            
8860                102.8644            9072640             9073663             0.069664            861.277             107.6596            
8864                102.9108            9076736             9077759             0.0464325           1292.198            80.76241            
8873                103.0153            9085952             9086975             0.1044922           574.2056            143.5514            
8878                103.0734            9091072             9092095             0.05805206          1033.555            129.1944            
8960                104.0254            9175040             9176063             0.9520187           63.02397            126.0479            
8975                104.1995            9190400             9191423             0.1741486           344.5334            86.13335            
8985                104.3156            9200640             9201663             0.1160965           516.8115            129.2029            
8991                104.3853            9206784             9207807             0.069664            861.277             107.6596            
8993                104.4085            9208832             9209855             0.02321625          2584.397            80.76241            
9003                104.5246            9219072             9220095             0.1161041           516.7775            129.1944            
9007                104.5711            9223168             9224191             0.04644012          1291.986            80.74914            
9017                104.6872            9233408             9234431             0.1160965           516.8115            129.2029            
9026                104.7917            9242624             9243647             0.1044922           574.2056            143.5514            
9034                104.8845            9250816             9251839             0.09288025          645.9931            80.74914            
9037                104.9194            9253888             9254911             0.03482819          1722.743            107.6714            
9133                106.0339            9352192             9353215             1.114555            53.83313            107.6663            
9142                106.1384            9361408             9362431             0.1044922           574.2056            143.5514            
9144                106.1616            9363456             9364479             0.02322388          2583.548            80.73587            
9152                106.2545            9371648             9372671             0.09287262          646.0461            80.75577            
9157                106.3126            9376768             9377791             0.05805206          1033.555            129.1944            
9167                106.4287            9387008             9388031             0.1161041           516.7775            129.1944            
9177                106.5448            9397248             9398271             0.1160965           516.8115            129.2029            
9187                106.6609            9407488             9408511             0.1160965           516.8115            129.2029            
9195                106.7537            9415680             9416703             0.09288025          645.9931            80.74914            
9199                106.8002            9419776             9420799             0.04644012          1291.986            80.74914            
9211                106.9395            9432064             9433087             0.1393204           430.6621            107.6655            
9219                107.0324            9440256             9441279             0.09288025          645.9931            80.74914            
9306                108.0424            9529344             9530367             1.010071            59.40178            118.8036            
9318                108.1818            9541632             9542655             0.1393204           430.6621            107.6655            
9324                108.2514            9547776             9548799             0.06965637          861.3713            107.6714            
9333                108.3559            9556992             9558015             0.1044922           574.2056            143.5514            
